8.23196e-006	0	0
5.76234e-005	0	0
0.000156407	0	0
0.000304582	0.001	0
0.000502146	0	0
0.00074911	0.001	0
0.00104546	0.001	0
0.0013912	0.001	0
0.00178635	0.002	0
0.0022309	0.002	0
0.00272479	0.003	0
0.0032682	0.003	0
0.0038608	0.004	0
0.004503	0.004	0
0.0051946	0.005	0
0.0059355	0.006	0
0.0067259	0.006	0
0.0075657	0.008	0
0.0084549	0.008	0
0.0093936	0.009	0
0.0103817	0.01	0
0.0114191	0.011	0
0.0125062	0.012	0
0.013643	0.013	0
0.014828	0.015	0
0.016064	0.015	0
0.01735	0.017	0
0.018683	0.018	0
0.020068	0.02	0
0.021501	0.02	0
0.022984	0.023	0
0.024517	0.023	0
0.026099	0.026	0
0.027731	0.027	0
0.029413	0.028	0
0.031144	0.03	0
0.032925	0.032	0
0.034755	0.034	0
0.036636	0.035	0
0.038566	0.038	0
0.040546	0.039	-0.001
0.042575	0.041	0
0.044656	0.043	0
0.046786	0.046	0
0.048964	0.047	0
0.051195	0.05	0
0.053471	0.051	0
0.0558	0.054	0
0.058189	0.057	-0.001
0.060615	0.059	0
0.06309	0.061	0
0.06562	0.063	0
0.0682	0.066	0
0.07083	0.069	-0.001
0.07352	0.071	0
0.07625	0.074	0
0.07903	0.076	-0.001
0.08186	0.079	0
0.08475	0.082	-0.001
0.08768	0.085	0
0.09067	0.088	-0.001
0.09369	0.091	0
0.09679	0.093	-0.001
0.09993	0.097	-0.001
0.10312	0.1	0
0.10635	0.103	-0.001
0.10965	0.106	-0.001
0.11299	0.109	-0.001
0.11638	0.113	-0.001
0.11983	0.116	-0.001
0.12333	0.119	-0.001
0.12687	0.123	-0.001
0.13048	0.126	-0.002
0.13412	0.13	-0.001
0.13783	0.133	-0.001
0.14159	0.137	-0.002
0.1454	0.14	-0.002
0.14926	0.145	-0.002
0.15317	0.148	-0.002
0.15714	0.152	-0.002
0.16116	0.155	-0.002
0.16522	0.16	-0.002
0.16936	0.164	-0.003
0.17352	0.167	-0.002
0.17776	0.172	-0.003
0.18204	0.176	-0.003
0.18638	0.18	-0.004
0.19077	0.184	-0.003
0.19521	0.189	-0.004
0.19971	0.193	-0.003
0.20427	0.197	-0.004
0.20886	0.202	-0.005
0.21355	0.206	-0.004
0.21819	0.211	-0.005
0.22308	0.215	-0.005
0.22782	0.22	-0.005
0.23269	0.224	-0.006
0.23766	0.23	-0.005
0.24261	0.234	-0.007
0.24771	0.239	-0.006
0.25274	0.244	-0.007
0.25791	0.249	-0.007
0.26316	0.254	-0.008
0.26841	0.259	-0.007
0.27372	0.264	-0.009
0.27913	0.269	-0.008
0.28447	0.275	-0.01
0.29	0.28	-0.009
0.2956	0.285	-0.01
0.3012	0.29	-0.011
0.3068	0.296	-0.011
0.3127	0.302	-0.011
0.3183	0.307	-0.012
0.3241	0.312	-0.013
0.3301	0.319	-0.013
0.336	0.324	-0.014
0.342	0.33	-0.014
0.3481	0.335	-0.015
0.3542	0.342	-0.016
0.3604	0.347	-0.016
0.3666	0.354	-0.017
0.3729	0.36	-0.018
0.3793	0.366	-0.018
0.3857	0.372	-0.02
0.3922	0.378	-0.02
0.3987	0.385	-0.021
0.4053	0.391	-0.022
0.412	0.397	-0.023
0.4187	0.404	-0.023
0.4254	0.411	-0.025
0.4323	0.417	-0.025
0.4392	0.424	-0.027
0.4461	0.43	-0.028
0.4531	0.438	-0.029
0.4603	0.444	-0.029
0.4674	0.452	-0.032
0.4745	0.458	-0.032
0.4818	0.466	-0.033
0.4892	0.473	-0.035
0.4965	0.48	-0.036
0.5039	0.487	-0.037
0.5115	0.494	-0.039
0.5191	0.502	-0.04
0.5266	0.51	-0.042
0.5343	0.517	-0.043
0.5421	0.525	-0.045
0.5499	0.533	-0.046
0.5577	0.54	-0.048
0.5656	0.549	-0.05
0.5737	0.556	-0.052
0.5817	0.565	-0.053
0.5896	0.572	-0.055
0.5975	0.581	-0.057
0.6052	0.589	-0.059
0.6128	0.597	-0.061
0.6203	0.606	-0.063
0.6277	0.613	-0.065
0.6351	0.623	-0.067
0.6422	0.631	-0.069
0.6493	0.639	-0.071
0.6563	0.648	-0.074
0.6631	0.656	-0.075
0.6698	0.666	-0.079
0.6764	0.674	-0.08
0.6828	0.682	-0.083
0.6893	0.692	-0.085
0.6955	0.701	-0.087
0.7015	0.709	-0.09
0.7076	0.718	-0.093
0.7134	0.728	-0.095
0.7191	0.736	-0.098
0.7247	0.746	-0.1
0.7303	0.754	-0.103
0.7354	0.764	-0.106
0.7407	0.773	-0.109
0.7457	0.782	-0.111
0.7507	0.792	-0.114
0.7553	0.801	-0.117
0.7601	0.81	-0.12
0.7644	0.82	-0.123
0.7689	0.829	-0.126
0.773	0.839	-0.128
0.777	0.847	-0.132
0.781	0.858	-0.135
0.7846	0.867	-0.138
0.7883	0.876	-0.141
0.7918	0.886	-0.144
0.7949	0.896	-0.148
0.7982	0.905	-0.15
0.801	0.915	-0.154
0.8039	0.924	-0.157
0.8066	0.934	-0.161
0.8091	0.944	-0.163
0.8114	0.954	-0.168
0.8135	0.962	-0.17
0.8156	0.973	-0.174
0.8175	0.982	-0.177
0.8191	0.992	-0.181
0.8207	1.001	-0.184
0.8221	1.011	-0.188
0.8231	1.021	-0.191
0.8243	1.03	-0.195
0.8252	1.04	-0.198
0.8261	1.05	-0.202
0.8258	1.058	-0.206
0.827	1.068	-0.209
0.8268	1.078	-0.213
0.8273	1.087	-0.216
0.8271	1.097	-0.22
0.8262	1.107	-0.224
0.8265	1.115	-0.227
0.8254	1.125	-0.232
0.8251	1.134	-0.234
0.8239	1.142	-0.239
0.8227	1.153	-0.242
0.8215	1.162	-0.246
0.8196	1.17	-0.25
0.8189	1.18	-0.253
0.817	1.189	-0.257
0.8149	1.197	-0.261
0.8128	1.207	-0.265
0.8108	1.214	-0.268
0.8078	1.224	-0.273
0.8057	1.232	-0.275
0.8035	1.242	-0.28
0.8006	1.249	-0.284
0.7969	1.258	-0.287
0.7947	1.266	-0.291
0.791	1.274	-0.295
0.7879	1.283	-0.298
0.7843	1.291	-0.303
0.7806	1.299	-0.306
