0.0493915	0	0
0.0987832	0	0
0.148175	1	0
0.197564	-1	0
0.246964	1	0
0.29635	0	0
0.34574	0	0
0.39515	1	0
0.44455	0	0
0.49389	1	0
0.54341	0	0
0.5926	1	0
0.6422	0	0
0.6916	1	0
0.7409	1	0
0.7904	0	0
0.8398	2	0
0.8892	-2.77556e-011	0
0.9387	1	0
0.9881	1	0
1.0374	1	0
1.0871	1	0
1.1368	1	0
1.185	2	0
1.236	-2.77556e-011	0
1.286	2	0
1.333	1	0
1.385	2	0
1.433	2.77556e-011	0
1.483	3	0
1.533	0	0
1.582	3	0
1.632	1	0
1.682	1	0
1.731	2	0
1.781	2	0
1.83	2	0
1.881	1	0
1.93	3	0
1.98	1	-1
2.029	2	1
2.081	2	0
2.13	3	0
2.178	1	0
2.231	3	0
2.276	1	0
2.329	3	0
2.389	3	-1
2.426	2	1
2.475	2	0
2.53	2	0
2.58	3	0
2.63	3	-1
2.69	2	1
2.73	3	0
2.78	2	-1
2.83	3	1
2.89	3	-1
2.93	3	1
2.99	3	-1
3.02	3	1
3.1	2	-1
3.14	4	1.11022e-010
3.19	3	1
3.23	3	-1
3.3	3	0
3.34	3	0
3.39	4	1.11022e-010
3.45	3	-1.11022e-010
3.5	3	0
3.54	4	0
3.61	3	-1
3.64	4	1
3.71	3	0
3.76	4	-1
3.81	3	-1.11022e-010
3.86	5	1.11022e-010
3.91	3	-1.11022e-010
3.97	4	1.11022e-010
4.02	3	-1.11022e-010
4.06	5	1.11022e-010
4.14	4	-1
4.16	3	1
4.24	5	-1
4.28	4	0
4.34	4	-1
4.39	4	1
4.44	5	-1
4.5	4	1
4.56	4	-1
4.59	5	-1
4.69	4	1
4.64	5	-1
4.89	4	0
4.74	5	1.11022e-010
4.87	4	-1
4.97	6	1
4.95	4	-2
5.1	5	1
5.03	5	-1
5.17	5	0
5.25	5	-1
5.25	5	1
5.31	5	-2
5.41	5	1
5.34	6	-2
5.53	5	1
5.6	5	-1
5.6	5	-1
5.6	6	0
5.9	6	0
5.6	5	-1
5.8	5	-1
6	7	1.11022e-010
5.9	5	-1
6	6	1.11022e-010
6.1	5	-1
6.1	7	-1
6.2	5	0
6.2	7	-1
6.3	6	-1
