0.00321209	0.242082	0.519989
0.0037479	0.242313	0.519984
0.00432584	0.242599	0.519979
0.00494593	0.242931	0.519972
0.00561169	0.243325	0.519963
0.00633516	0.243792	0.519951
0.00712199	0.244339	0.519937
0.00796794	0.24497	0.519918
0.00886515	0.245676	0.519895
0.00980916	0.246459	0.519868
0.0108108	0.247309	0.519835
0.0118648	0.248226	0.519795
0.0129586	0.24919	0.51975
0.0142947	0.250092	0.519694
0.0156751	0.251032	0.519631
0.0170936	0.251995	0.51956
0.0185374	0.252984	0.519482
0.0200193	0.253994	0.519396
0.0215367	0.255007	0.519303
0.0228621	0.256159	0.519209
0.0242053	0.257287	0.519109
0.0255567	0.258377	0.519006
0.0264931	0.259437	0.518922
0.0274083	0.260403	0.518842
0.0282947	0.261277	0.518766
0.0291389	0.262048	0.518696
0.0299271	0.262704	0.518634
0.0306515	0.26322	0.518582
0.0313095	0.263591	0.518539
0.0318903	0.263819	0.518505
0.0320548	0.263981	0.518497
0.0321419	0.26399	0.518496
0.0322171	0.263735	0.518501
0.032201	0.263364	0.518509
0.0320781	0.262881	0.518516
0.0318262	0.262322	0.518522
0.0313919	0.261772	0.518525
0.0308406	0.261171	0.51852
0.0299543	0.260711	0.518514
0.0289332	0.260208	0.518499
0.0277786	0.259666	0.518471
0.0264932	0.25907	0.518429
0.0250649	0.258422	0.518371
0.0234797	0.257758	0.518295
0.0219654	0.256845	0.518188
0.0203092	0.255899	0.518058
0.0185263	0.254943	0.517902
0.0165903	0.253992	0.517719
0.0145263	0.253044	0.517507
0.0123163	0.25212	0.517265
0.00999363	0.251178	0.51699
0.00753764	0.250231	0.51668
0.00496138	0.249304	0.516334
0.00185512	0.248382	0.515952
-0.0013173	0.247476	0.515527
-0.00422909	0.2465	0.51506
-0.00724688	0.245564	0.514553
-0.0104321	0.244808	0.514008
-0.013691	0.244104	0.51342
-0.0170098	0.243463	0.51279
-0.0205988	0.242709	0.512109
-0.0242535	0.2419	0.511377
-0.0280076	0.241106	0.510594
-0.0318707	0.240337	0.509758
-0.0358338	0.239566	0.508867
-0.0398965	0.23875	0.507907
-0.0440553	0.23796	0.506889
-0.0483036	0.237186	0.505813
-0.0526366	0.23643	0.504678
-0.0570577	0.23571	0.503485
-0.0615566	0.235018	0.502232
-0.0661593	0.234361	0.500917
-0.0708283	0.233761	0.499545
-0.0755935	0.233232	0.498118
-0.0804399	0.232651	0.496611
-0.0853771	0.232099	0.495034
-0.0904093	0.231567	0.493383
-0.0955384	0.231048	0.491658
-0.100402	0.230574	0.489932
-0.105395	0.230117	0.488124
-0.11055	0.229703	0.486232
-0.115815	0.229292	0.484252
-0.121266	0.228836	0.482166
-0.126824	0.228405	0.47999
-0.132496	0.227968	0.477719
-0.137746	0.227621	0.475498
-0.143131	0.227285	0.473178
-0.148665	0.226953	0.470753
-0.154329	0.226628	0.468224
-0.160114	0.226329	0.465592
-0.166036	0.2261	0.462867
-0.172074	0.225901	0.460046
-0.178221	0.225697	0.457117
-0.184491	0.225458	0.454064
-0.190812	0.225277	0.450917
-0.197218	0.225071	0.447651
-0.203716	0.224815	0.444261
-0.210302	0.224488	0.440734
-0.216948	0.224095	0.43707
-0.223648	0.223716	0.433307
-0.230427	0.223305	0.429417
-0.237269	0.222861	0.4254
-0.244155	0.222359	0.421264
-0.251081	0.221806	0.417003
-0.257821	0.221086	0.412704
-0.264801	0.220347	0.408199
-0.271799	0.219507	0.40357
-0.278534	0.218519	0.398944
-0.285494	0.217412	0.394095
-0.29219	0.216076	0.389245
-0.299116	0.214609	0.384087
-0.305919	0.21298	0.378892
-0.312582	0.211123	0.373647
-0.31909	0.209047	0.368367
-0.325438	0.206728	0.36307
-0.331556	0.204095	0.357809
-0.337504	0.201225	0.352533
-0.343285	0.198119	0.347245
-0.348862	0.194797	0.341979
-0.354253	0.191093	0.336694
-0.359423	0.1871	0.331439
-0.364509	0.182916	0.32611
-0.369195	0.178505	0.320983
-0.373538	0.173693	0.31598
-0.377556	0.168471	0.311087
-0.381268	0.16286	0.306295
-0.384636	0.156865	0.30164
-0.387654	0.150523	0.297132
-0.390321	0.143827	0.292765
-0.392764	0.13678	0.288402
-0.394672	0.129424	0.284358
-0.396207	0.121783	0.280467
-0.397462	0.113752	0.276575
-0.398083	0.105365	0.273003
-0.398393	0.0965687	0.269428
-0.398252	0.087436	0.266004
-0.397631	0.0780156	0.262744
-0.396863	0.0688818	0.259601
-0.395614	0.0595038	0.25657
-0.393986	0.0500404	0.253659
-0.392047	0.0405741	0.250812
-0.389724	0.0310652	0.248094
-0.387038	0.0215605	0.245504
-0.384011	0.0120868	0.243029
-0.380671	0.00269386	0.240659
-0.377064	-0.0065848	0.238356
-0.373136	-0.0156651	0.236272
-0.368965	-0.024733	0.234099
-0.364647	-0.0336079	0.231915
-0.3602	-0.0422489	0.22975
-0.355641	-0.0506154	0.227629
-0.350987	-0.0587137	0.225541
-0.346243	-0.0665644	0.223474
-0.341419	-0.0742902	0.221279
-0.336549	-0.0817497	0.21909
-0.331651	-0.0889317	0.216918
-0.326737	-0.0958308	0.214781
-0.321879	-0.102412	0.212662
-0.317215	-0.108594	0.210553
-0.312678	-0.114426	0.208472
-0.308286	-0.119897	0.206446
-0.304029	-0.12505	0.20446
-0.299533	-0.130191	0.202517
-0.295264	-0.134993	0.200601
-0.291092	-0.139541	0.198733
-0.287024	-0.143846	0.196913
-0.283047	-0.147932	0.195141
-0.279189	-0.151789	0.193415
-0.275436	-0.15544	0.191738
-0.271796	-0.158881	0.190124
-0.268275	-0.162113	0.188591
-0.264873	-0.165143	0.187141
-0.261577	-0.168	0.185761
-0.258367	-0.170685	0.184484
-0.25526	-0.173198	0.183308
-0.252242	-0.175549	0.18225
-0.249306	-0.177752	0.181302
-0.246457	-0.179824	0.180437
-0.24372	-0.181667	0.179865
-0.241061	-0.183397	0.179379
-0.23847	-0.185026	0.178973
-0.236105	-0.186454	0.178691
-0.233645	-0.187906	0.178428
-0.231395	-0.189179	0.178273
-0.229063	-0.190466	0.178154
-0.226802	-0.19168	0.178082
-0.224622	-0.192812	0.178072
-0.222501	-0.193875	0.178126
-0.220591	-0.194785	0.178267
-0.218786	-0.195614	0.178451
-0.21708	-0.196367	0.178683
-0.215485	-0.197042	0.178953
-0.213996	-0.197644	0.179261
-0.212606	-0.198181	0.1796
-0.21131	-0.19866	0.179956
-0.209986	-0.199157	0.18029
-0.208751	-0.199607	0.180625
-0.207632	-0.199993	0.180974
-0.206624	-0.200321	0.181329
-0.20571	-0.200602	0.181687
-0.204893	-0.20084	0.18203
-0.204165	-0.201042	0.182359
-0.203515	-0.201208	0.182682
-0.202933	-0.201349	0.182987
-0.202454	-0.201441	0.183292
-0.202035	-0.201506	0.183594
-0.201478	-0.201671	0.18381
-0.201113	-0.201722	0.184085
-0.20066	-0.201842	0.18429
-0.200382	-0.201865	0.184536
-0.200154	-0.201867	0.184781
